Input,Coverage,Assembler,Polisher,Id,Isolet,Organism,Genome-type,Gene-number,Pomoxis-version,Mean-accuracy,Median-accuracy,Mean-deletion,Median-deletion,Mean-insertion,Median-insertion,Mean-idenity,Median-idenity,Isolet-coverage
voltrax--100x-redbean-medaka--01-polished.fasta,100,redbean,medaka,01,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,11.69,14.48,15.13,18.26,22.99,34.47,14.60,20.20,58.956
voltrax--100x-redbean-medaka--01-polished.fasta,100,redbean,medaka,01,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.77,50.00,56.48,inf,44.77,inf,51.96,inf,98.085
voltrax--100x-redbean-medaka--02-polished.fasta,100,redbean,medaka,02,all,all,all,all,NA,18.20,45.23,22.63,inf,27.44,50.00,20.97,inf,NA
voltrax--100x-redbean-medaka--02-polished.fasta,100,redbean,medaka,02,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.75,45.23,52.82,inf,42.86,46.99,45.67,50.00,99.406
voltrax--100x-redbean-medaka--02-polished.fasta,100,redbean,medaka,02,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,40.08,45.23,45.39,inf,46.29,46.99,43.38,inf,97.302
voltrax--100x-redbean-medaka--02-polished.fasta,100,redbean,medaka,02,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,11.51,20.43,15.01,24.95,24.77,35.07,14.13,23.80,33.897
voltrax--100x-redbean-medaka--02-polished.fasta,100,redbean,medaka,02,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,33.27,50.00,48.90,inf,35.57,inf,37.42,inf,98.535
voltrax--100x-redbean-medaka--02-polished.fasta,100,redbean,medaka,02,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,30.65,50.00,32.45,inf,36.77,50.00,40.86,inf,98.064
voltrax--100x-redbean-medaka--02-polished.fasta,100,redbean,medaka,02,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,11.04,13.39,15.72,16.31,19.04,32.65,13.64,19.69,57.609
voltrax--100x-redbean-medaka--02-polished.fasta,100,redbean,medaka,02,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,27.39,50.00,47.83,inf,44.72,inf,27.50,inf,95.885
voltrax--100x-redbean-medaka--03-polished.fasta,100,redbean,medaka,03,all,all,all,all,NA,17.34,43.98,21.91,inf,24.58,50.00,20.60,50.01,NA
voltrax--100x-redbean-medaka--03-polished.fasta,100,redbean,medaka,03,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.81,46.99,52.81,inf,43.02,50.00,45.54,50.00,99.072
voltrax--100x-redbean-medaka--03-polished.fasta,100,redbean,medaka,03,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,39.18,45.23,44.30,inf,43.03,46.99,44.70,inf,97.400
voltrax--100x-redbean-medaka--03-polished.fasta,100,redbean,medaka,03,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,12.28,22.77,14.99,25.89,22.93,40.96,16.21,30.73,35.193
voltrax--100x-redbean-medaka--03-polished.fasta,100,redbean,medaka,03,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,32.30,50.00,40.03,inf,35.33,inf,37.07,inf,99.675
voltrax--100x-redbean-medaka--03-polished.fasta,100,redbean,medaka,03,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,32.89,46.99,34.82,inf,40.76,50.00,39.98,inf,83.974
voltrax--100x-redbean-medaka--03-polished.fasta,100,redbean,medaka,03,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,10.19,11.24,15.29,16.36,16.61,30.35,13.04,15.61,67.300
voltrax--100x-redbean-medaka--03-polished.fasta,100,redbean,medaka,03,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.82,50.00,57.28,inf,44.82,inf,51.72,inf,98.283
voltrax--100x-redbean-medaka--04-polished.fasta,100,redbean,medaka,04,all,all,all,all,NA,17.98,45.23,22.35,inf,28.62,50.00,20.52,inf,NA
voltrax--100x-redbean-medaka--04-polished.fasta,100,redbean,medaka,04,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,28.14,46.99,37.43,inf,29.07,50.00,39.35,inf,100.334
voltrax--100x-redbean-medaka--04-polished.fasta,100,redbean,medaka,04,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,35.12,43.98,46.57,inf,35.65,46.99,48.62,inf,97.288
voltrax--100x-redbean-medaka--04-polished.fasta,100,redbean,medaka,04,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,11.47,16.26,14.99,17.26,27.56,33.06,13.89,21.04,25.517
voltrax--100x-redbean-medaka--04-polished.fasta,100,redbean,medaka,04,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,32.28,46.99,40.05,inf,35.30,50.00,37.04,inf,99.323
voltrax--100x-redbean-medaka--04-polished.fasta,100,redbean,medaka,04,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,32.62,50.00,34.17,inf,41.98,50.00,39.97,inf,97.511
voltrax--100x-redbean-medaka--04-polished.fasta,100,redbean,medaka,04,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,10.85,12.51,15.24,16.21,21.41,31.47,13.07,16.81,66.963
voltrax--100x-redbean-medaka--04-polished.fasta,100,redbean,medaka,04,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.73,50.00,57.31,inf,44.67,inf,52.00,inf,99.071
voltrax--100x-redbean-medaka--05-polished.fasta,100,redbean,medaka,05,all,all,all,all,NA,17.48,45.48,21.63,inf,25.64,50.00,20.73,inf,NA
voltrax--100x-redbean-medaka--05-polished.fasta,100,redbean,medaka,05,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,27.01,45.23,44.91,inf,27.16,46.99,44.45,50.00,99.816
voltrax--100x-redbean-medaka--05-polished.fasta,100,redbean,medaka,05,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,27.60,45.23,45.03,inf,33.74,46.99,28.90,inf,92.876
voltrax--100x-redbean-medaka--05-polished.fasta,100,redbean,medaka,05,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,10.64,11.26,13.71,13.98,26.65,30.21,13.41,20.09,49.011
voltrax--100x-redbean-medaka--05-polished.fasta,100,redbean,medaka,05,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,32.47,50.00,39.79,inf,36.43,inf,36.32,inf,97.765
voltrax--100x-redbean-medaka--05-polished.fasta,100,redbean,medaka,05,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,35.03,50.00,37.67,inf,39.26,50.00,46.10,inf,97.135
voltrax--100x-redbean-medaka--05-polished.fasta,100,redbean,medaka,05,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,11.19,13.19,16.05,16.85,17.16,34.49,14.55,17.28,54.041
voltrax--100x-redbean-medaka--05-polished.fasta,100,redbean,medaka,05,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.84,50.00,57.34,inf,44.74,inf,52.29,inf,99.625
voltrax--100x-redbean-medaka--06-polished.fasta,100,redbean,medaka,06,all,all,all,all,NA,17.91,43.98,21.55,inf,26.79,50.00,21.41,50.00,NA
voltrax--100x-redbean-medaka--06-polished.fasta,100,redbean,medaka,06,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.54,45.23,50.84,inf,42.70,50.00,45.81,50.00,98.917
voltrax--100x-redbean-medaka--06-polished.fasta,100,redbean,medaka,06,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,33.61,43.98,38.61,inf,35.59,45.23,46.64,inf,97.323
voltrax--100x-redbean-medaka--06-polished.fasta,100,redbean,medaka,06,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,11.21,13.36,14.51,16.40,20.26,31.52,14.71,21.20,56.209
voltrax--100x-redbean-medaka--06-polished.fasta,100,redbean,medaka,06,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,32.26,50.00,39.98,inf,35.29,inf,37.02,inf,98.739
voltrax--100x-redbean-medaka--06-polished.fasta,100,redbean,medaka,06,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,29.43,43.47,32.57,50.00,34.31,inf,36.67,50.00,76.530
voltrax--100x-redbean-medaka--06-polished.fasta,100,redbean,medaka,06,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,12.32,13.13,15.90,16.69,21.52,32.90,15.58,18.75,50.188
voltrax--100x-redbean-medaka--06-polished.fasta,100,redbean,medaka,06,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,25.94,50.00,48.15,inf,32.26,inf,27.12,inf,98.606
voltrax--100x-redbean-medaka--07-polished.fasta,100,redbean,medaka,07,all,all,all,all,NA,18.35,45.23,22.30,inf,29.73,50.00,21.08,50.00,NA
voltrax--100x-redbean-medaka--07-polished.fasta,100,redbean,medaka,07,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,38.50,44.71,47.73,inf,40.32,50.00,45.01,50.00,99.557
voltrax--100x-redbean-medaka--07-polished.fasta,100,redbean,medaka,07,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,37.61,45.23,46.54,inf,38.61,46.99,48.66,50.00,98.199
voltrax--100x-redbean-medaka--07-polished.fasta,100,redbean,medaka,07,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,10.84,12.84,14.45,15.40,27.88,32.30,13.09,19.93,40.088
voltrax--100x-redbean-medaka--07-polished.fasta,100,redbean,medaka,07,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,33.23,48.24,49.14,inf,35.52,53.01,37.38,inf,98.768
voltrax--100x-redbean-medaka--07-polished.fasta,100,redbean,medaka,07,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,33.19,50.00,37.82,inf,41.12,inf,36.25,inf,98.311
voltrax--100x-redbean-medaka--07-polished.fasta,100,redbean,medaka,07,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,11.97,13.79,15.88,16.90,21.36,33.57,14.86,18.52,57.575
voltrax--100x-redbean-medaka--07-polished.fasta,100,redbean,medaka,07,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.79,53.01,57.33,inf,44.78,inf,51.77,inf,99.446
voltrax--100x-redbean-medaka--08-polished.fasta,100,redbean,medaka,08,all,all,all,all,NA,17.78,45.23,21.89,inf,29.52,48.98,20.33,50.00,NA
voltrax--100x-redbean-medaka--08-polished.fasta,100,redbean,medaka,08,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.81,46.99,53.02,inf,43.02,50.00,45.50,50.00,99.180
voltrax--100x-redbean-medaka--08-polished.fasta,100,redbean,medaka,08,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,38.52,45.23,44.88,inf,41.10,46.99,45.18,53.01,97.329
voltrax--100x-redbean-medaka--08-polished.fasta,100,redbean,medaka,08,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,10.75,11.76,14.50,14.04,24.28,29.90,13.08,17.37,40.763
voltrax--100x-redbean-medaka--08-polished.fasta,100,redbean,medaka,08,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,32.31,50.00,40.04,inf,35.33,inf,37.07,inf,99.933
voltrax--100x-redbean-medaka--08-polished.fasta,100,redbean,medaka,08,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,29.86,46.02,31.70,inf,37.70,50.00,37.28,inf,86.049
voltrax--100x-redbean-medaka--08-polished.fasta,100,redbean,medaka,08,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,11.52,13.72,15.70,17.55,22.46,32.41,13.89,18.20,59.863
voltrax--100x-redbean-medaka--08-polished.fasta,100,redbean,medaka,08,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.89,50.00,57.31,inf,44.86,inf,52.00,inf,99.065
voltrax--100x-redbean-medaka--09-polished.fasta,100,redbean,medaka,09,all,all,all,all,NA,17.73,45.23,21.65,inf,26.35,50.00,21.05,inf,NA
voltrax--100x-redbean-medaka--09-polished.fasta,100,redbean,medaka,09,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,25.94,46.99,53.01,inf,25.99,48.21,45.82,inf,99.040
voltrax--100x-redbean-medaka--09-polished.fasta,100,redbean,medaka,09,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,40.92,45.23,45.56,inf,46.72,46.99,44.98,50.00,97.326
voltrax--100x-redbean-medaka--09-polished.fasta,100,redbean,medaka,09,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,10.36,11.34,13.63,14.14,22.66,29.58,13.20,17.09,32.905
voltrax--100x-redbean-medaka--09-polished.fasta,100,redbean,medaka,09,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,33.28,50.00,47.84,inf,35.60,inf,37.50,inf,99.592
voltrax--100x-redbean-medaka--09-polished.fasta,100,redbean,medaka,09,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,28.10,45.23,30.35,inf,34.23,50.00,36.03,inf,98.251
voltrax--100x-redbean-medaka--09-polished.fasta,100,redbean,medaka,09,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,10.86,12.52,14.77,16.64,19.09,30.03,13.98,18.37,54.164
voltrax--100x-redbean-medaka--09-polished.fasta,100,redbean,medaka,09,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,31.17,50.00,56.48,inf,44.63,inf,31.38,inf,98.237
voltrax--100x-redbean-medaka--10-polished.fasta,100,redbean,medaka,10,all,all,all,all,NA,18.93,43.98,22.36,inf,29.74,50.00,22.21,inf,NA
voltrax--100x-redbean-medaka--10-polished.fasta,100,redbean,medaka,10,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.61,45.23,53.02,inf,42.66,46.99,45.57,50.00,99.036
voltrax--100x-redbean-medaka--10-polished.fasta,100,redbean,medaka,10,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,37.15,45.23,46.09,inf,38.11,46.99,48.63,50.00,99.911
voltrax--100x-redbean-medaka--10-polished.fasta,100,redbean,medaka,10,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,11.69,13.47,14.85,16.05,20.25,31.39,15.57,21.05,34.765
voltrax--100x-redbean-medaka--10-polished.fasta,100,redbean,medaka,10,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,32.16,48.07,39.91,inf,35.20,inf,36.91,inf,96.605
voltrax--100x-redbean-medaka--10-polished.fasta,100,redbean,medaka,10,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,32.24,46.37,34.94,inf,37.42,50.00,40.18,inf,97.659
voltrax--100x-redbean-medaka--10-polished.fasta,100,redbean,medaka,10,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,11.94,14.72,15.36,18.03,26.44,34.31,14.58,19.13,55.592
voltrax--100x-redbean-medaka--10-polished.fasta,100,redbean,medaka,10,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,28.28,50.00,30.17,inf,38.10,inf,34.31,inf,99.121
voltrax--100x-redbean-medaka--11-polished.fasta,100,redbean,medaka,11,all,all,all,all,NA,17.73,45.23,21.67,inf,26.90,50.00,20.87,inf,NA
voltrax--100x-redbean-medaka--11-polished.fasta,100,redbean,medaka,11,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,40.51,46.99,49.50,inf,42.83,50.00,45.90,50.00,99.129
voltrax--100x-redbean-medaka--11-polished.fasta,100,redbean,medaka,11,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,35.13,45.23,46.52,inf,35.67,46.99,48.53,inf,97.731
voltrax--100x-redbean-medaka--11-polished.fasta,100,redbean,medaka,11,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,10.40,11.96,13.62,14.01,27.49,31.54,12.95,19.60,37.508
voltrax--100x-redbean-medaka--11-polished.fasta,100,redbean,medaka,11,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,32.24,50.00,39.93,inf,35.29,inf,37.00,inf,98.372
voltrax--100x-redbean-medaka--11-polished.fasta,100,redbean,medaka,11,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,33.41,50.00,34.36,inf,42.86,50.00,44.26,inf,99.359
voltrax--100x-redbean-medaka--11-polished.fasta,100,redbean,medaka,11,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,11.01,12.57,15.26,15.45,18.06,31.43,14.28,18.87,57.674
voltrax--100x-redbean-medaka--11-polished.fasta,100,redbean,medaka,11,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,43.74,50.00,56.49,inf,44.88,inf,51.26,inf,98.380
voltrax--100x-redbean-medaka--12-polished.fasta,100,redbean,medaka,12,all,all,all,all,NA,18.86,43.98,22.25,inf,32.57,48.14,21.82,50.00,NA
voltrax--100x-redbean-medaka--12-polished.fasta,100,redbean,medaka,12,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,38.94,45.23,44.20,inf,42.73,46.99,44.40,50.00,100.020
voltrax--100x-redbean-medaka--12-polished.fasta,100,redbean,medaka,12,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,31.72,43.98,40.45,inf,33.57,46.98,38.42,inf,91.606
voltrax--100x-redbean-medaka--12-polished.fasta,100,redbean,medaka,12,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,11.88,13.09,14.41,14.54,29.56,32.06,15.30,20.11,39.221
voltrax--100x-redbean-medaka--12-polished.fasta,100,redbean,medaka,12,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,33.13,46.99,49.05,inf,35.59,inf,37.04,inf,99.493
voltrax--100x-redbean-medaka--12-polished.fasta,100,redbean,medaka,12,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,31.24,42.22,33.29,50.00,40.66,50.00,37.07,inf,82.170
voltrax--100x-redbean-medaka--12-polished.fasta,100,redbean,medaka,12,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,12.41,15.37,16.15,17.95,25.33,38.21,14.94,20.30,54.132
voltrax--100x-redbean-medaka--12-polished.fasta,100,redbean,medaka,12,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,25.91,50.00,57.31,inf,44.76,inf,25.96,inf,99.105
voltrax--100x-redbean--01.fasta,100,redbean,NA,01,all,all,all,all,NA,18.05,35.53,21.39,45.23,27.28,36.20,21.78,50.00,NA
voltrax--100x-redbean--01.fasta,100,redbean,NA,01,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,32.45,35.53,37.35,46.99,35.10,36.02,41.23,50.00,99.976
voltrax--100x-redbean--01.fasta,100,redbean,NA,01,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,29.41,34.69,37.42,45.23,30.57,35.09,40.58,inf,97.549
voltrax--100x-redbean--01.fasta,100,redbean,NA,01,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,11.13,13.48,14.53,14.63,23.98,25.09,13.85,22.56,29.954
voltrax--100x-redbean--01.fasta,100,redbean,NA,01,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,29.64,37.45,36.90,46.99,32.46,38.24,35.02,50.00,98.481
voltrax--100x-redbean--01.fasta,100,redbean,NA,01,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,28.34,37.21,32.03,45.23,33.46,37.96,34.09,inf,99.577
voltrax--100x-redbean--01.fasta,100,redbean,NA,01,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,10.96,12.97,13.87,14.68,20.38,23.44,14.80,22.20,58.563
voltrax--100x-redbean--01.fasta,100,redbean,NA,01,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,27.53,39.03,38.01,46.99,28.13,40.00,41.62,50.00,98.227
voltrax--100x-redbean--02.fasta,100,redbean,NA,02,all,all,all,all,NA,17.21,35.38,21.19,45.23,25.30,36.20,20.64,50.00,NA
voltrax--100x-redbean--02.fasta,100,redbean,NA,02,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,33.18,35.38,40.57,46.99,34.88,36.02,41.68,50.00,99.419
voltrax--100x-redbean--02.fasta,100,redbean,NA,02,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,33.25,34.56,43.85,46.99,33.79,35.23,48.51,inf,97.337
voltrax--100x-redbean--02.fasta,100,redbean,NA,02,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,10.20,14.00,14.07,16.57,19.05,27.48,13.10,21.95,43.574
voltrax--100x-redbean--02.fasta,100,redbean,NA,02,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,31.49,37.10,40.95,46.99,33.64,37.99,37.05,50.01,98.529
voltrax--100x-redbean--02.fasta,100,redbean,NA,02,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,29.55,37.10,34.68,45.23,32.95,38.24,35.81,inf,98.067
voltrax--100x-redbean--02.fasta,100,redbean,NA,02,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,10.51,12.45,13.96,13.87,18.71,22.96,14.05,21.61,49.737
voltrax--100x-redbean--02.fasta,100,redbean,NA,02,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,24.10,38.86,36.06,50.00,27.72,40.46,27.07,50.00,96.024
voltrax--100x-redbean--03.fasta,100,redbean,NA,03,all,all,all,all,NA,16.82,35.23,20.61,45.23,25.54,36.38,20.21,50.00,NA
voltrax--100x-redbean--03.fasta,100,redbean,NA,03,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,33.66,35.85,40.17,46.99,35.67,36.20,42.00,50.00,99.078
voltrax--100x-redbean--03.fasta,100,redbean,NA,03,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,29.79,34.34,38.22,45.31,30.58,34.95,46.17,50.00,97.393
voltrax--100x-redbean--03.fasta,100,redbean,NA,03,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,10.81,14.78,14.26,15.83,21.05,25.47,13.84,26.18,44.155
voltrax--100x-redbean--03.fasta,100,redbean,NA,03,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,29.69,37.45,36.13,45.23,33.24,38.86,34.47,inf,99.678
voltrax--100x-redbean--03.fasta,100,redbean,NA,03,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,30.97,37.21,36.79,46.99,34.07,38.54,37.01,inf,83.973
voltrax--100x-redbean--03.fasta,100,redbean,NA,03,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,10.03,11.07,13.64,13.40,18.36,21.94,13.30,18.40,57.598
voltrax--100x-redbean--03.fasta,100,redbean,NA,03,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,30.02,39.39,34.32,50.00,37.18,40.22,33.62,53.01,97.410
voltrax--100x-redbean--04.fasta,100,redbean,NA,04,all,all,all,all,NA,17.20,35.69,20.97,45.23,26.98,36.61,20.35,50.00,NA
voltrax--100x-redbean--04.fasta,100,redbean,NA,04,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,34.64,36.02,44.14,50.00,35.66,36.38,44.74,50.00,99.335
voltrax--100x-redbean--04.fasta,100,redbean,NA,04,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,32.10,34.32,43.52,46.99,32.54,35.09,48.51,inf,97.310
voltrax--100x-redbean--04.fasta,100,redbean,NA,04,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,10.29,11.29,13.68,14.35,22.88,23.76,12.98,18.76,31.330
voltrax--100x-redbean--04.fasta,100,redbean,NA,04,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,31.30,37.45,39.44,46.99,33.68,38.24,37.02,inf,99.331
voltrax--100x-redbean--04.fasta,100,redbean,NA,04,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,30.75,37.96,35.06,46.99,35.06,38.54,36.63,inf,97.432
voltrax--100x-redbean--04.fasta,100,redbean,NA,04,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,10.22,11.02,13.82,14.01,19.51,22.54,13.25,18.84,61.906
voltrax--100x-redbean--04.fasta,100,redbean,NA,04,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,33.88,40.00,37.78,50.00,37.61,40.97,41.61,inf,99.074
voltrax--100x-redbean--05.fasta,100,redbean,NA,05,all,all,all,all,NA,17.19,35.68,20.87,45.23,25.95,36.38,20.68,50.00,NA
voltrax--100x-redbean--05.fasta,100,redbean,NA,05,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,26.76,35.85,44.04,46.99,26.91,36.38,44.63,50.00,99.821
voltrax--100x-redbean--05.fasta,100,redbean,NA,05,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,30.62,34.32,40.62,46.99,31.25,34.69,45.08,inf,92.868
voltrax--100x-redbean--05.fasta,100,redbean,NA,05,Escherichia-coli-chromosome,Escherichia coli,chromosome,NA,NA,10.01,10.63,13.67,13.14,20.80,23.38,12.66,18.64,60.431
voltrax--100x-redbean--05.fasta,100,redbean,NA,05,Listeria-monocytogenes-chromosome,Listeria monocytogenes,chromosome,NA,NA,29.99,38.24,36.64,46.99,33.29,38.86,35.00,inf,97.712
voltrax--100x-redbean--05.fasta,100,redbean,NA,05,Pseudomonas-aeruginosa-chromosome,Pseudomonas aeruginosa,chromosome,NA,NA,30.71,37.21,34.56,45.23,34.68,38.24,38.00,inf,97.115
voltrax--100x-redbean--05.fasta,100,redbean,NA,05,Salmonella-enterica-chromosome,Salmonella enterica,chromosome,NA,NA,11.82,12.20,14.61,14.30,19.50,24.15,16.64,20.29,41.567
voltrax--100x-redbean--05.fasta,100,redbean,NA,05,Staphylococcus-aureus-chromosome,Staphylococcus aureus,chromosome,NA,NA,30.02,39.59,37.40,50.00,38.10,40.46,31.80,53.01,99.571
voltrax--100x-redbean--06.fasta,100,redbean,NA,06,all,all,all,all,NA,17.07,35.09,20.73,45.23,24.90,36.38,20.90,50.00,NA
voltrax--100x-redbean--06.fasta,100,redbean,NA,06,Bacillus-subtilis-chromosome,Bacillus subtilis,chromosome,NA,NA,33.76,35.42,44.32,46.99,34.57,36.38,44.53,50.00,98.893
voltrax--100x-redbean--06.fasta,100,redbean,NA,06,Enterococcus-faecalis-chromosome,Enterococcus faecalis,chromosome,NA,NA,31.29,34.69,43.93,46.99,31.58,35.23,50.81,50.05,97.358
